ID via;TIPO;Via;Tipo via
1375;1;ANTONIO GHISLANZONI;Via
1376;1;SONZOGNO;Via
1377;3;CARBONARI;Pza
1378;1;ARNALDO VASSALLO;Via
1379;1;ANGELO FRIGNANI;Via
1380;1;ALFREDO COMANDINI;Via
1381;1;INTRA;Via
1382;1;CARLO ROMUSSI;Via
1383;1;ORESTE CIPRIANI;Via
1384;1;DAVIDE ALBERTARIO;Via
1385;1;LEONIDA BISSOLATI;Via
1386;1;TULLO MORGAGNI;Via
1387;1;EUGENIO TORELLI VIOLLIER;Via
1388;1;GUALTIERO CASTELLINI;Via
1389;1;DARIO PAPA;Via
1390;1;PIETRO DA BESCAPE';Via
1391;1;GAETANO SERRANI;Via
1392;1;COSTANTINO CORTI;Via
1393;1;LEPANTO;Via
1394;1;ETTORE PERRONE DI SAN MARTINO;Via
1395;1;ANGERA;Via
1396;1;STRESA;Via
1397;1;ADEODATO RESSI;Via
1398;1;DEL PROGRESSO;Via
1399;1;TARVISIO;Via
1400;1;ANGELO FAVA;Via
1401;1;LODOVICO PAVONI;Via
1402;1;OTTAVIANO FABRIZIO MOSSOTTI;Via
1403;1;FRANCESCO PEROTTI;Via
1404;1;PALMARIA;Via
1405;2;EVARISTO STEFINI;Vle
1406;1;BELGIRATE;Via
1407;1;GIOVANNI CAGLIERO;Via
1408;1;PIGELLO PORTINARI;Via
1409;1;GIAMPIETRO LUCINI;Via
1410;1;DELLA GIUSTIZIA;Via
1411;1;GUIDO GUARINI MATTEUCCI;Via
1412;2;DELLE RIMEMBRANZE DI GRECO;Vle
1413;1;TIRANO;Via
1414;1;TOFANE;Via
1415;1;RHO;Via
1416;1;CARLO CONTI;Via
1417;3;GRECO;Pza
1418;1;EMILIO DE MARCHI;Via
1419;1;GIUSEPPE BOTTELLI;Via
1420;1;COMUNE ANTICO;Via
1421;1;NICOLO' BETTONI;Via
1422;1;ANTONIO FORTUNATO STELLA;Via
1423;1;FELICE ROMANI;Via
1424;1;DIODORO SICULO;Via
1425;1;GIUSEPPE UGOLINI;Via
1426;1;SALVATORE PIANELL;Via
1427;2;SARCA;Vle
1428;1;GIOVANNI DOLCEBUONO;Via
1429;1;VINCENZO RABOLINI;Via
1430;1;ROMOLO BITTI;Via
1431;1;ELIO REGUZZONI;Via
1432;1;LUIGI MAINONI D'INTIGNANO;Via
1433;1;SANTA MARCELLINA;Via
1434;1;VALBRONA;Via
1435;1;SAN BASILIO;Via
1436;1;ROBERTO COZZI;Via
1437;1;STEFANO USSI;Via
1438;1;FRANCO SACCHETTI;Via
1439;1;NICOLO' FORTIGUERRA;Via
1440;1;ALESSANDRO TASSONI;Via
1441;2;FULVIO TESTI;Vle
1442;3;SAN GIUSEPPE;Pza
1443;2;CA' GRANDA;Vle
1444;1;AREZZO;Via
1445;1;CINO DA PISTOIA;Via
1446;2;GIOVANNI SUZZANI;Vle
1447;1;GIUSEPPE VIDALI;Via
1448;1;SANTA MONICA;Via
1449;1;MONTE ROTONDO;Via
1450;1;GIOVANNI D'ANZI;Via
1451;1;PADRE REGINALDO GIULIANI;Via
1452;1;PADRE ANTONIO MARASCHI;Via
1453;1;PALLANZA;Via
1454;1;LUIGI TUKORY;Via
1455;1;AURELIO NICOLODI;Via
1456;1;BETTINO DA TREZZO;Via
1457;1;SAN RAFAEL DELLE ANDE;Via
1458;1;VINCENZO CALDESI;Via
1459;1;FRA GIOVANNI PANTALEO;Via
1460;1;BOVISASCA;Via
1461;1;MADDALENA GIUDICE DONADONI;Via
1462;1;RAFFAELLO MORGHEN;Via
1463;1;ANTON FRANCESCO GRAZZINI;Via
1464;1;ENRICO COSENZ;Via
1465;1;ANGELO BROFFERIO;Via
1466;1;GIOVANNI DURANDO;Via
1467;1;DON GIUSEPPE ANDREOLI;Via
1468;1;SIMONE SCHIAFFINO;Via
1469;1;DON GIOVANNI VERITA';Via
1470;1;CARLO REALE;Via
1471;1;PRASSITELE;Via
1472;1;ERNESTO TEODORO MONETA;Via
1473;1;DON BARTOLOMEO GRAZIOLI;Via
1474;1;LISIADE PEDRONI;Via
1475;1;POZZUOLI;Via
1476;1;CARLO MONTANARI;Via
1477;1;ENRICO CIALDINI;Via
1478;1;DON GIOVANNI GRIOLI;Via
1479;1;BERNARDO DA CANAL;Via
1480;1;ANGELO SCARSELLINI;Via
1481;1;LENINGRADO;Via
1482;1;EUGENIO PELLINI;Via
1483;1;ACHILLE MARAZZA;Via
1484;1;UMBERTO CEVA;Via
1485;27;CESARE PAGANO;Grd
1486;1;RODOLFO MARGARIA;Via
1487;1;VINCENZO GIANFERRARI;Via
1488;1;CHIANCIANO;Via
1489;1;PAOLO TROUBETZKOY;Via
1490;1;ANTOINE WATTEAU;Via
1491;1;MARINELLA;Via
1492;1;PASQUALE MIGLIORETTI;Via
1493;1;DEGLI ARTARIA;Via
1494;1;GIACOMO FILIPPO BESTA;Via
1495;1;UBERTO DELL'ORTO;Via
1496;1;ERNESTO REINACH;Via
1497;1;MONZAMBANO;Via
1498;1;VALEGGIO;Via
1499;1;FAITI;Via
1500;3;DERGANO;Pza
1501;1;GIUSEPPE TARTINI;Via
1502;1;CESARE BRIVIO;Via
1503;1;MAGELLANO;Via
1504;1;DEI CARAFA;Via
1505;1;CONTE VERDE;Via
1506;1;CANNERO;Via
1507;1;GIOVANNI BOVIO;Via
1508;1;GIOVANNI NICOTERA;Via
1509;1;GIOVANNI ZAMBELLI;Via
1510;1;PELLEGRINO ROSSI;Via
1511;1;ALBERTO CAVALLETTO;Via
1512;1;ULISSE SALIS;Via
1513;1;MONSIGNOR LUIGI MARTINI;Via
1514;1;LUIGI PASTRO;Via
1515;1;CESARE VIGNATI;Via
1516;1;BAVENO;Via
1517;1;SEMPLICITA';Via
1518;1;CANDOGLIA;Via
1519;1;CARLO MORESCHI;Via
1520;1;AUSONIO ZUBIANI;Via
1521;7;NIZZA;Ple
1522;1;BENEFATTORI DELL'OSPEDALE;Via
1523;3;DELL'OSPEDALE MAGGIORE;Pza
1524;1;GRAZIANO;Via
1525;1;GUIDO BACCELLI;Via
1526;1;FRANCESCO GATTI;Via
1527;1;MICHELE DE ANGELIS;Via
1528;1;SIDERNO;Via
1529;1;CAMILLO COLOMBI;Via
1530;1;PADRE LUIGI MONTI;Via
1531;1;ARMANDO SPADINI;Via
1532;1;VAL DI LEDRO;Via
1533;1;GIOVANNI TERRUGGIA;Via
1534;1;CAMERINO;Via
1535;1;VAL D'OSSOLA;Via
1536;1;ETTORE CICCOTTI;Via
1537;1;ANGELO DE GASPERIS;Via
1538;1;ESCULAPIO;Via
1539;1;ALESSANDRO LITTA MODIGNANI;Via
1540;1;ASSIETTA;Via
1541;1;BIVONA;Via
1542;1;SALEMI;Via
1543;1;IPPOCRATE;Via
1544;1;GIUSEPPE TACCIOLI;Via
1545;2;AFFORI;Vle
1546;3;SANTA GIUSTINA;Pza
1547;1;GAETANO OSCULATI;Via
1548;1;ALESSANDRO ZANOLI;Via
1549;1;CARLO ARMELLINI;Via
1550;1;BRUSUGLIO;Via
1551;1;CARLO BELLERIO;Via
1552;1;BARTOLOMEO SESTINI;Via
1553;1;PUBLIO RUTILIO RUFO;Via
1554;1;GEORGE SAND;Via
1555;1;VERGATO;Via
1556;1;ROCCA D'ANFO;Via
1557;1;VINCENZO DA SEREGNO;Via
1558;1;ALESSANDRO ASTESANI;Via
1559;1;MICHELE NOVARO;Via
1560;1;FLAVIA;Via
1561;1;GIUSEPPE MOLTENI;Via
1562;1;FRANCO FACCIO;Via
1563;1;GIAN RINALDO CARLI;Via
1564;1;ANTONIO GENOVESI;Via
1565;1;TERRACINA;Via
1566;1;FERDINANDO GALIANI;Via
1567;1;CALTAGIRONE;Via
1568;2;RUBICONE;Vle
1569;1;MICHELE SCHERILLO;Via
1570;1;ANDREA VOCHIERI;Via
1571;1;ISEO;Via
1572;1;GAETA;Via
1573;1;COMASINA;Via
1574;1;IVREA;Via
1575;1;RICCARDO GALEAZZI;Via
1576;3;GIUSTINO FORTUNATO;Pza
1577;1;CASARSA;Via
1578;1;GIUSEPPE REGALDI;Via
1579;1;PIETRO BEMBO;Via
1580;1;ANNIBAL CARO;Via
1581;1;CORMANO;Via
1582;1;GIUSEPPE FINZI;Via
1583;1;GIUDITTA PASTA;Via
1584;1;BOSISIO;Via
1585;1;ANTONIO MAFFI;Via
1586;1;DEI CONTI BIGLIA;Via
1587;1;PAOLO ROTTA;Via
1588;1;HERMADA;Via
1589;1;GIAN BATTISTA PASSERINI;Via
1590;1;PAULUCCI DI CALBOLI FULCIERI;Via
1591;1;LUIGI ORNATO;Via
1592;1;RENATO DONATELLI;Via
1593;3;BELLOVESO;Pza
1594;1;PAOLO SANTAGOSTINO;Via
1595;3;GRAN PARADISO;Pza
1596;1;MARCO TULLIO CICERONE;Via
1597;1;LANFRANCO DELLA PILA;Via
1598;1;ADRIATICO;Via
1599;1;CATTARO;Via
1600;1;PALANZONE;Via
1601;1;GRIVOLA;Via
1602;1;MARMOLADA;Via
1603;1;ANTONIO CESARI;Via
1604;1;VINCENZO DA FILICAIA;Via
1605;1;CLAUDIO ACHILLINI;Via
1606;1;CARLO INNOCENZO FRUGONI;Via
1607;1;FERMIGNANO;Via
1608;1;ANTONIO DA SALUZZO;Via
1609;1;LEONE DA PEREGO;Via
1610;1;CHERSO;Via
1611;1;FERDINANDO GREGOROVIUS;Via
1612;1;UMBERTO CAGNI;Via
1613;1;GIUSEPPE GRILLONI;Via
1614;3;FRANCO MARTELLI;Pza
1615;2;BERBERA;Vle
1616;1;PONALE;Via
1617;1;EMPOLI;Via
1618;1;GOFFREDO DA BUSSERO;Via
1619;1;ASTURIE;Via
1620;2;ESPERIA;Vle
1621;1;SAN MINIATO;Via
1622;1;LUIGI PULCI;Via
1623;2;RODI;Vle
1624;1;ALBERTO NOTA;Via
1625;1;GIUSEPPE LA FARINA;Via
1626;1;SAN GLICERIO;Via
1627;1;CHIESE;Via
1628;1;ETTORE FIERAMOSCA;Via
1629;7;EGEO;Ple
1630;1;SESTO SAN GIOVANNI;Via
1631;1;PADRE GERARDO BECCARO;Via
1632;1;TEANO;Via
1633;1;CALIZZANO;Via
1634;1;NOVATE;Via
1635;1;ANTONIO OROBONI;Via
1636;1;PESARO;Via
1637;1;FANO;Via
1638;1;URBINO;Via
1639;1;BERNARDINO DA NOVATE;Via
1640;1;SAMUELE MAZZUCCHELLI;Via
1641;1;ACHILLE FONTANELLI;Via
1642;1;FABRIANO;Via
1643;1;TREVI;Via
1644;1;FRATELLI GRIMM;Via
1645;1;GIACOMO DELLA PORTA;Via
1646;1;VAL SABBIA;Via
1647;3;PIETRO GASPARRI;Pza
1648;1;VAL DI BONDO;Via
1649;1;SANTUARIO DEL SACRO CUORE;Via
1650;1;ALBERICO DA BARBIANO;Via
1651;1;ENRICO ACERBI;Via
1652;1;SIRO CAPSONI;Via
1653;5;DIOMEDE PANTALEONI;Vlo
1654;1;ROBERTO FULTON;Via
1655;3;BRUZZANO;Pza
1656;2;MARIO RAPISARDI;Vle
1657;1;MADRE CLELIA MERLONI;Via
1658;1;CARLOTTA MARCHIONNI;Via
1659;1;LUIGI ANGELONI;Via
1660;1;BRESSO;Via
1661;1;DEI BRASCHI;Via
1662;1;SIGISMONDO TRECHI;Via
1663;1;SANT'ARNALDO;Via
1664;4;RAPALLO;Lgo
1665;1;VAL DAONE;Via
1666;1;VAL CISMON;Via
1667;1;EMILIO BIGNAMI;Via
1668;21;ANDREA ALCIATO;Pzt
1669;1;NINO BESOZZI;Via
1670;1;COSTANTE GIRARDENGO;Via
1671;1;VAL DI NIEVOLE;Via
1672;1;COSTALOVARA;Via
1673;1;ANGELO BELLONI;Via
1674;1;GABBRO;Via
1675;1;ANNUNZIO CERVI;Via
1676;1;CARLO CICOGNA MOZZONI;Via
1677;1;GEROLAMO FORNI;Via
1678;1;GAETANO SALVEMINI;Via
1679;1;ANTONIO MARTINAZZOLI;Via
1680;1;DEL TAMIGI;Via
1681;1;DELLA SENNA;Via
1682;1;DEL RENO;Via
1683;1;DEL DANUBIO;Via
1684;1;DEL VOLGA;Via
1685;1;DEL TAGO;Via
1686;1;DELLA MARNA;Via
1687;1;DORA BALTEA;Via
1688;1;DORA RIPARIA;Via
1689;1;FIUME;Via
1690;1;LUIGI EMANUELI;Via
1691;1;GIAN GIROLAMO SAVOLDO;Via
1692;1;EMILIO LONGONI;Via
1693;1;EMILIO DE MARTINO;Via
1694;1;CESARE SPELLANZON;Via
1695;1;MAURO ROTA;Via
1696;1;DEL REGNO ITALICO;Via
1697;7;MARTIRI DELLA DEPORTAZIONE;Ple
1698;1;BELTRAME CRISTIANI;Via
1699;1;JAN SIBELIUS;Via
1700;1;ANTONIO LISSONI;Via
1701;1;THOMAS MANN;Via
1702;1;RAFFAELLO GIOLLI;Via
1703;1;ALESSIO DI TOCQUEVILLE;Via
1704;2;DON LUIGI STURZO;Vle
1705;3;SIGMUND FREUD;Pza
1706;1;ADAMO SMITH;Via
1707;1;GIOVANNI SILVESTRI;Via
1708;1;SENIGALLIA;Via
1709;1;MAESTRI DEL LAVORO;Via
1710;1;GEROLAMO ARGANINI;Via
1711;1;EMILIO CECCHI;Via
1712;1;CAMILLO SBARBARO;Via
1713;1;ALESSANDRO MINUZIANO;Via
1714;4;ALDO DE BENEDETTI;Lgo
1715;1;DANIELE COMBONI;Via
1716;4;MISSIONARI COMBONIANI;Lgo
1717;1;ALDO MORO;Via
1718;10;EUGENIO BUSSA;Cav
1719;5;PIERO MANZONI;Vlo
1720;1;RUVENZORI;Via
1721;1;TREMITI;Via
1722;4;SAN DIONIGI IN PRATOCENTENARO;Lgo
1723;1;ALESSANDRO BISNATI;Via
1724;1;GUIDO DA VELATE;Via
1725;1;GIUSEPPE POZZOBONELLI;Via
1726;3;EMILIO ALFIERI;Pza
1727;2;PIERO E ALBERTO PIRELLI;Vle
1728;1;BICOCCA DEGLI ARCIMBOLDI;Via
1729;1;FINANZIERI D'ITALIA;Via
1730;4;MARTIRI DELLE FOIBE;Lgo
1731;2;DELL'INNOVAZIONE;Vle
1732;1;LIBERO TEMOLO;Via
1733;1;SEGNANINO;Via
1734;1;GIOVANNI POLVANI;Via
1735;1;PIERO CALDIROLA;Via
1736;8;GUIDO CREPAX;Pte
1737;3;DEI DAINI;Pza
1738;1;STELLA BIANCA;Via
1739;1;MARIO FUBINI;Via
1740;3;DELL'ATENEO NUOVO;Pza
1741;1;GIUDITTA E GIULIA GRISI;Via
1742;1;GIUSEPPINA STREPPONI;Via
1743;1;GIUSEPPINA GRASSINI;Via
1744;1;GAETANO BALDACCI;Via
1745;1;GINO POLLINI;Via
1746;1;ETTORE MAJORANA;Via
1747;27;FRANCA HELG;Grd
1748;27;PAOLO SCROFANI;Grd
1749;27;NILDE IOTTI;Grd
1750;27;ROSA PARKS;Grd
1751;27;GIUSEPPE VIOLA;Grd
1752;27;LEA GAROFALO;Grd
1753;3;DELLA SCIENZA;Pza
1754;1;EMILIO BORSA;Via
1755;1;ANTONINO GIUFFRE';Via
1756;1;DINO VILLANI;Via
1757;1;LUIGI BECCALI;Via
1758;4;NICOLA ABBAGNANO;Lgo
1759;1;ANTONIO BOSCHI E MARIEDA DI STEFANO;Via
1760;1;LUIGI FIGINI;Via
1761;1;GUIDO VENOSTA;Via
1762;3;DEL CALENDARIO;Pza
1763;1;VIZZOLA;Via
1764;3;GIORGIO KAISSERLIAN;Pza
1765;3;DELLA TRIVULZIANA;Pza
1766;1;EDGARDO SOGNO;Via
1767;21;DIFESA PER LE DONNE;Pzt
1768;1;FRIEDRICH VON HAYEK;Via
1769;3;ANNA MAGNANI;Pza
1770;20;DELLE FAVOLE VOLUTO DA LUCIANA CELLA GUFFANTI;Par
1771;27;GINA GALEOTTI BIANCHI;Grd
1772;3;DON BRUNO DE BIASIO;Pza
1773;18;GREGOR MENDEL;Grd
1774;1;GINO BRAMIERI;Via
1775;27;BRUNO MUNARI;Grd
1776;27;WANDA OSIRIS;Grd
1777;27;ALDO PROTTI;Grd
1778;1;ENNIO MORLOTTI;Via
1779;27;DON GIAN PAOLO GASTALDI;Grd
1780;3;EDMOND JACOB SAFRA;Pza
1781;1;GIOVANNI ANSALDO;Via
1782;3;CITTA' DI LOMBARDIA;Pza
1783;1;VINCENZO CAPELLI;Via
1784;20;NICOLO' SAVARINO;Par
1785;3;GAE AULENTI;Pza
1786;27;ANNA STEPANOVNA POLITKOVSKAJA;Grd
1787;27;PIERLUIGI TORREGIANI;Grd
1788;1;FRATELLI CASTIGLIONI;Via
1789;9;MORTIROLO;Stt
1790;1;GIAN MARIA VOLONTE';Via
1791;3;ALVAR AALTO;Pza
1792;1;JOE COLOMBO;Via
1793;3;LINA BO BARDI;Pza
1794;1;MIKE BONGIORNO;Via
1795;12;LUIGI VERONELLI;Psg
1796;4;CONVITTO FANCIULLI GRACILI E ORFANI DI GUERRA;Lgo
1797;18;MARIA PERON E SUOR GIOVANNA MOSNA;Grd
1798;3;FRANCO BRAMBILLA;Pza
1799;1;LAURA ORVIETO;Via
1800;12;BORIS PASTERNAK;Psg
1801;4;ALERAMO SIBILLA;Lgo
1802;27;ALFREDO MALGERI;Grd
1803;27;ROBERTO SANESI;Grd
1804;5;DEL FONTANILE;Vlo
1805;27;PIPPA BACCA (AL SECOLO GIUSEPPINA PASQUALINO DI MARINEO);Grd
1806;21;DON SANDRO ANTONIETTI;Pzt
1807;1;CALCIATRICI DEL '33;Via
1808;18;LUISA FANTASIA;Grd
1809;18;EGIDIO NEGRINI;Grd
1810;1;FEDERICA GALLI;Via
1999;27;TERESA POMODORO;Grd
2079;27;PAOLO BORSELLINO E GIOVANI FALCONE;Grd
2080;1;GUIDO CARLI;Via
2081;18;SERGIO RAMELLI;Grd
2083;1;PIERO MALVESTITI;Via
2084;1;MONTE LUNGO;Via
2085;1;EMILIO TREVES;Via
2086;1;LUDOVICO D'ARAGONA;Via
2087;1;GIUSEPPE ROMITA;Via
2088;1;GUIDO MAZZALI;Via
2089;1;RUGGERO RUGGERI;Via
2090;1;MARCELLO MORETTI;Via
2091;7;RODOLFO MORANDI;Ple
2092;1;FRANCESCO DENTI;Via
2093;3;GIOVANNI GIOLITTI;Pza
2094;1;LUIGI LUZZATTI;Via
2095;1;AMEDEO D'AOSTA;Via
2096;1;ROBERTO LEPETIT;Via
2097;1;ANGELO SECCHI;Via
2098;1;RONCIGLIONE;Via
2099;1;CRESCENZIO;Via
2100;7;BACONE;Ple
2101;1;DEL VECCHIO POLITECNICO;Via
2102;1;PALESTRO;Via
2103;1;MARINA;Via
2104;1;BOSCHETTI;Via
2105;1;SAN PRIMO;Via
2106;14;DI PORTA VENEZIA;Bst
2107;2;VITTORIO VENETO;Vle
2108;3;GUGLIELMO OBERDAN;Pza
2109;1;ALESSANDRO TADINO;Via
2110;1;LECCO;Via
2111;1;LODOVICO SETTALA;Via
2112;1;LAZZARETTO;Via
2113;1;ANTONIO ZAROTTO;Via
2114;1;ALDO MANUZIO;Via
2115;1;RAIMONDO FRANCHETTI;Via
2116;1;LUIGI RAZZA;Via
2117;1;SAN GIOVANNI ALLA PAGLIA;Via
2118;1;CARLO TENCA;Via
2119;1;PANFILO CASTALDI;Via
2120;1;CAMILLO FINOCCHIARO APRILE;Via
2121;2;TUNISIA;Vle
2122;1;FELICE CASATI;Via
2123;1;SAN GREGORIO;Via
2124;4;FRA PAOLO BELLINTANI;Lgo
2125;3;CINCINNATO;Pza
2126;1;NAPO TORRIANI;Via
2127;1;LUIGI SETTEMBRINI;Via
2128;1;BENEDETTO MARCELLO;Via
2129;11;BUENOS AIRES;Cso
2130;1;ALFREDO CAPPELLINI;Via
2131;1;RUGGERO BOSCOVICH;Via
2132;3;SAN CAMILLO DE LELLIS;Pza
2133;1;MAURO MACCHI;Via
2134;1;VITRUVIO;Via
2135;3;LIMA;Pza
2136;1;DOMENICO SCARLATTI;Via
2137;1;ERRICO PETRELLA;Via
2138;1;FRANCHINO GAFFURIO;Via
2139;1;CARLO GOMES;Via
2140;1;FRANCESCO TAMAGNO;Via
2141;1;GASPARE SPONTINI;Via
2142;1;AMILCARE PONCHIELLI;Via
2143;1;FEDERICO OZANAM;Via
2144;1;PLINIO;Via
2145;1;ULISSE ALDROVANDI;Via
2146;17;BUENOS AIRES;Gll
2147;1;GIOVANNI MASERA;Via
2148;1;BARTOLOMEO GIULIANO;Via
2149;1;FRANCESCO REDI;Via
2150;1;GIUSEPPE BROGGI;Via
2151;1;GIOVANNI OMBONI;Via
2152;1;ALVISE CADAMOSTO;Via
2153;1;LAZZARO SPALLANZANI;Via
2154;1;GIORGIO JAN;Via
2155;7;LAVATER;Ple
2156;1;LEONE PANCALDO;Via
2157;2;REGINA GIOVANNA;Vle
2158;1;GIOVANNI BATTISTA MORGAGNI;Via
2159;1;FILIPPO DE FILIPPI;Via
2160;1;LODOVICO ZAMBELETTI;Via
2161;1;BERNARDINO RAMAZZINI;Via
2162;1;ACHILLE MAIOCCHI;Via
2163;1;ANTONIO STOPPANI;Via
2164;1;ANTONIO BALDISSERA;Via
2165;1;BARTOLOMEO EUSTACHI;Via
2166;1;GIOVANNI MORELLI;Via
2167;1;CARLO MATTEUCCI;Via
2168;1;PARACELSO;Via
2169;1;RODOLFO FARNETI;Via
2170;1;ALESSANDRO STRADELLA;Via
2171;1;LAZZARO PALAZZI;Via
2172;1;FRANCESCO HAYEZ;Via
2173;1;PELAGIO PALAGI;Via
2174;1;DEGLI SCIPIONI;Via
2175;1;TOMMASO SALVINI;Via
2176;1;GIUSEPPE BARETTI;Via
2177;2;ABRUZZI;Vle
2178;2;LUIGI MAJNO;Vle
2179;2;PIAVE;Vle
2180;1;GIUSEPPE SIRTORI;Via
2181;1;PAOLO MASCAGNI;Via
2182;1;MARCELLO MALPIGHI;Via
2183;3;SANTA FRANCESCA ROMANA;Pza
2184;1;MELZO;Via
2185;1;BORGHETTO;Via
2186;1;LAMBRO;Via
2187;3;OTTO NOVEMBRE;Pza
2188;1;CARLO PISACANE;Via
2189;1;ROSOLINO PILO;Via
2190;1;PAOLO FRISI;Via
2191;1;BRONZINO;Via
2192;4;CELESTINO USUELLI;Lgo
2193;1;ATTILIO DEFFENU;Via
2194;1;GAROFALO;Via
2195;1;PINTURICCHIO;Via
2196;1;FILIPPINO LIPPI;Via
2197;1;GIUSEPPE BALZARETTI;Via
2198;1;PAOLO DIACONO;Via
2199;1;RENATO FUCINI;Via
2200;1;OLINDO GUERRINI;Via
2201;3;GIAN LORENZO BERNINI;Pza
2202;1;FRANCESCO D'OVIDIO;Via
2203;1;DINO COMPAGNI;Via
2204;1;GIOVANNI VILLANI;Via
2205;1;BENEDETTO SPINOZA;Via
2206;1;GIUSEPPE ZANOIA;Via
2207;1;EDOARDO BONARDI;Via
2208;3;LEONARDO DA VINCI;Pza
2209;1;GIOVANNI CELORIA;Via
2210;1;CARPACCIO;Via
2211;1;ENRICO NOE;Via
2212;1;VINCENZO VELA;Via
2213;1;SANSOVINO;Via
2214;1;DONATELLO;Via
2215;1;ANTONIO DA RECANATE;Via
2216;7;GABRIO PIOLA;Ple
2217;1;PRIA FORA';Via
2218;4;FRATELLI CERVI;Lgo
2219;27;DELLE BAMBINE E DEI BAMBINI DI TUTTO IL MONDO;Grd
2220;1;CAMILLO GOLGI;Via
2221;1;CELESTE CLERICETTI;Via
2222;1;PELLEGRINO STROBEL;Via
2223;1;FILIPPO TOMMASO MARINETTI;Via
2225;1;CARLO PASCAL;Via
2226;1;BERNARDO UGO SECONDO;Via
2227;1;GIACOMO VENEZIAN;Via
2229;1;NICOLA ANTONIO PORPORA;Via
2230;2;ANDREA DORIA;Vle
2231;1;GIOVANNI BATTISTA PERGOLESI;Via
2232;1;SAVERIO MERCADANTE;Via
2233;3;ARGENTINA;Pza
2234;1;SANTA GIOVANNA D'ARCO;Via
2235;1;PIER LUIGI DA PALESTRINA;Via
2236;1;NICOLA PICCINNI;Via
2237;1;CLAUDIO MONTEVERDI;Via
2238;1;NICCOLO' PAGANINI;Via
2239;1;ANTONIO STRADIVARI;Via
2240;1;GIUSEPPE PECCHIO;Via
2241;1;ANNIBALE CARETTA;Via
2242;1;STEFANO CANZIO;Via
2243;2;GRAN SASSO;Vle
2244;1;DELLA MAJELLA;Via
2245;1;GIOVANNI PAISIELLO;Via
2246;3;ASPROMONTE;Pza
2247;1;GIUSEPPE LUOSI;Via
2248;1;ALESSANDRO PESTALOZZA;Via
2249;1;FRANCESCO LOMONACO;Via
2250;1;VALLAZZE;Via
2251;1;GIOVANNI RICORDI;Via
2252;1;ANTONIO SACCHINI;Via
2253;1;GIOVANNI LULLI;Via
2254;1;GIROLAMO FRESCOBALDI;Via
2255;1;LUIGI BOCCHERINI;Via
2256;1;SABAUDIA;Via
2257;1;MONTEPULCIANO;Via
2258;1;GIULIO E CORRADO VENINI;Via
2259;3;CAIAZZO;Pza
2260;3;LUIGI DI SAVOIA;Pza
2261;1;FERRANTE APORTI;Via
2262;1;SOPERGA;Via
2263;2;BRIANZA;Vle
2264;7;LORETO;Ple
2265;1;PIETRO MAROCCO;Via
2266;1;GIULIO BERGONZOLI;Via
2267;1;BEROLDO;Via
2268;1;NATALE BATTAGLIA;Via
2269;1;NERVI;Via
2270;1;POMEZIA;Via
2271;1;DEI CYBO;Via
2272;1;OLDRADO DA TRESSENO;Via
2273;1;SANT'ALESSANDRO SAULI;Via
2274;2;MONZA;Vle
2275;1;PADOVA;Via
2276;1;ANDREA COSTA;Via
2277;3;FRANCESCO DURANTE;Pza
2278;1;BAMBAIA;Via
2279;1;MARCO D'AVIANO;Via
2280;1;CECILIO STAZIO;Via
2281;1;GUIDO GUINIZELLI;Via
2282;1;TEMPERANZA;Via
2283;1;LUIGI PASTEUR;Via
2284;1;DEI TRANSITI;Via
2285;1;DELLE LEGHE;Via
2286;1;GUIDO CAVALCANTI;Via
2287;1;NINO OXILIA;Via
2288;1;LUIGI VARANINI;Via
2289;3;MORBEGNO;Pza
2290;1;NICOLA D'APULIA;Via
2291;1;MARTIRI OSCURI;Via
2292;1;SPOLETO;Via
2293;1;POPOLI UNITI;Via
2294;1;OTTAVIO RINUCCINI;Via
2295;1;DEGLI ELEMOSINIERI;Via
2296;1;PIETRO CRESPI;Via
2297;1;TERMOPILI;Via
2298;1;MARCO AURELIO;Via
2299;1;ROGGIA SCAGNA;Via
2300;1;ROVERETO;Via
2301;4;VOLONTARI DEL SANGUE;Lgo
2302;1;CORFU';Via
2303;1;JESI;Via
2304;1;VAL GARDENA;Via
2305;1;VAL CAMONICA;Via
2306;1;GRAZIA DELEDDA;Via
2307;1;JEAN JAURES;Via
2308;1;FRATELLI LUMIERE;Via
2309;1;BASSANO DEL GRAPPA;Via
2310;1;GIUSEPPE GIACOSA;Via
2311;1;TURRO;Via
2312;1;BOLZANO;Via
2313;1;FELICITA MORANDI;Via
2314;1;LUIGI CIBRARIO;Via
2315;1;MERANO;Via
2316;1;GIOVANNI PONTANO;Via
2317;1;CHIOGGIA;Via
2318;1;GRADO;Via
2319;1;ROVIGNO;Via
2320;1;POLICARPO PETROCCHI;Via
2321;1;ILARIONE RANCATI;Via
2322;1;DELLA TORRE;Via
2323;1;MATTEO MARIA BOIARDO;Via
2324;1;DEI VALTORTA;Via
2325;1;ELEONORA FONSECA PIMENTEL;Via
2326;3;GIACOMO ANELLI;Pza
2327;1;ANGELO MOSSO;Via
2328;1;VINCENZO RUSSO;Via
2329;1;LUIGI PRINETTI;Via
2330;1;GEROLAMO VIDA;Via
2331;7;GOVERNO PROVVISORIO;Ple
2332;1;ADELAIDE BONO CAIROLI;Via
2333;1;GEROLAMO ROVETTA;Via
2334;1;DOLOMITI;Via
2335;1;FRANCESCO CAVEZZALI;Via
